,Delivery_person_Age,Delivery_person_Ratings,Weatherconditions,Road_traffic_density,Vehicle_condition,multiple_deliveries,Time_taken(min),Distance(kms),Type_of_order_Drinks ,Type_of_order_Meal ,Type_of_order_Snack ,Type_of_vehicle_electric_scooter ,Type_of_vehicle_motorcycle ,Type_of_vehicle_scooter ,Festival_No ,Festival_Yes ,City_Metropolitian ,City_Semi-Urban ,City_Urban 
28248,34.0,4.3,5,3,0.0,2.0,51.0,12.552275755914396,0,1,0,0,1,0,1,0,1,0,0
28249,36.0,4.8,2,3,2.0,1.0,32.0,4.554040081615594,0,0,0,1,0,0,1,0,1,0,0
28250,32.0,4.6,2,0,2.0,0.0,15.0,10.737961830000032,1,0,0,0,0,1,1,0,1,0,0
28251,28.0,4.9,3,3,2.0,2.0,33.0,9.107291566563282,0,1,0,0,0,1,1,0,1,0,0
28252,32.0,3.6,1,0,1.0,1.0,35.0,17.04436567231191,1,0,0,0,1,0,1,0,1,0,0
28253,35.0,4.3,2,3,2.0,1.0,37.0,12.409793910752205,0,1,0,0,0,1,1,0,1,0,0
28254,35.0,4.7,4,0,2.0,1.0,20.0,3.0681243652003483,0,0,0,1,0,0,1,0,1,0,0
28255,26.0,4.9,0,3,2.0,1.0,22.0,13.569560379843475,0,0,1,0,0,1,1,0,1,0,0
28256,24.0,4.7,1,0,0.0,0.0,24.0,17.063874784931706,0,0,1,0,1,0,1,0,1,0,0
28257,21.0,4.8,4,3,0.0,1.0,30.0,14.121309628180253,0,0,0,0,1,0,1,0,1,0,0
28258,39.0,4.4,3,3,1.0,2.0,43.0,17.102456375509604,0,1,0,0,0,1,1,0,1,0,0
28259,32.0,4.4,4,3,0.0,1.0,43.0,16.76035166180978,1,0,0,0,1,0,1,0,0,0,1
28260,29.0,4.5,2,0,0.0,0.0,30.0,9.414207472710384,0,0,1,0,1,0,1,0,1,0,0
28261,23.0,4.8,2,0,1.0,0.0,18.0,1.5073380516053525,0,1,0,0,1,0,1,0,1,0,0
28262,32.0,4.8,5,2,2.0,1.0,26.0,1.4638911485538222,0,0,0,1,0,0,1,0,1,0,0
28263,24.0,5.0,4,0,2.0,0.0,15.0,4.521740183910015,0,1,0,0,0,1,1,0,0,0,1
28264,30.0,5.0,4,0,2.0,0.0,19.0,17.04433635466002,0,1,0,0,0,1,1,0,1,0,0
28265,28.0,4.8,1,0,2.0,0.0,26.0,17.064639509884806,1,0,0,0,0,1,1,0,1,0,0
28266,39.0,4.2,5,1,2.0,0.0,31.0,10.586839147737281,0,1,0,1,0,0,1,0,0,0,1
28267,22.0,4.6,5,0,2.0,1.0,19.0,3.0990238504334924,0,1,0,0,1,0,1,0,1,0,0
28268,31.0,4.1,4,3,2.0,0.0,40.0,13.564037303931613,1,0,0,0,0,1,1,0,0,0,1
28269,25.0,4.7,4,1,0.0,0.0,24.0,10.844970847441447,0,0,1,0,1,0,1,0,1,0,0
28270,33.0,4.6,0,0,2.0,1.0,28.0,13.390365816953501,0,1,0,0,0,1,1,0,1,0,0
28271,37.0,4.6,1,3,1.0,0.0,38.0,16.695143788849723,0,0,1,0,1,0,1,0,0,0,1
28272,23.0,4.7,2,0,2.0,0.0,11.0,9.062107572908568,0,1,0,0,1,0,0,0,1,0,0
28273,35.0,4.9,3,3,0.0,1.0,49.0,12.235374461806085,0,0,0,0,1,0,0,1,1,0,0
28274,21.0,4.5,0,0,1.0,0.0,28.0,13.945212240742848,0,0,0,0,0,1,1,0,1,0,0
28275,34.0,4.8,3,0,2.0,0.0,19.0,7.670149314172875,0,0,0,0,0,1,1,0,1,0,0
28276,26.0,4.7,4,3,1.0,1.0,16.0,13.390793718689235,0,0,0,0,1,0,1,0,1,0,0
28277,33.0,4.2,2,0,0.0,1.0,31.0,1.52957981368424,0,0,0,0,1,0,1,0,1,0,0
28278,31.0,4.4,3,3,2.0,1.0,38.0,10.846813053923174,1,0,0,0,1,0,1,0,1,0,0
28279,35.0,4.3,4,0,0.0,1.0,24.0,8.927426919167306,0,1,0,0,1,0,1,0,1,0,0
28280,31.0,4.9,5,3,0.0,0.0,33.0,4.623671086900219,0,1,0,0,1,0,1,0,0,0,1
28281,38.0,4.5,3,1,0.0,0.0,27.0,7.6699654332761495,0,0,1,0,1,0,1,0,1,0,0
28282,23.0,4.5,0,1,0.0,1.0,16.0,16.695279587363153,0,0,0,0,1,0,1,0,1,0,0
28283,22.0,4.7,1,0,1.0,1.0,12.0,7.774617817968805,0,0,1,0,0,1,1,0,0,0,1
28284,38.0,4.7,4,0,2.0,1.0,29.0,3.099403839050115,0,0,0,0,0,1,1,0,1,0,0
28285,27.0,4.9,5,2,1.0,1.0,24.0,6.219617510976562,0,1,0,0,1,0,1,0,1,0,0
28286,37.0,4.6,4,2,2.0,1.0,28.0,6.041720567259691,1,0,0,0,1,0,1,0,1,0,0
28287,23.0,4.1,2,3,0.0,1.0,31.0,13.764054287350252,0,0,1,0,1,0,1,0,1,0,0
28288,26.0,4.7,2,3,0.0,1.0,27.0,20.142307855192996,1,0,0,0,1,0,1,0,1,0,0
28289,31.0,4.8,0,0,0.0,0.0,22.0,1.5690347154047222,0,0,0,0,1,0,1,0,1,0,0
28290,39.0,4.8,1,0,0.0,1.0,26.0,7.774227111900179,0,0,0,0,1,0,1,0,1,0,0
28291,32.0,4.8,0,0,2.0,1.0,19.0,20.39744277518833,1,0,0,0,1,0,1,0,1,0,0
28292,39.0,4.7,3,1,0.0,1.0,46.0,13.39091144683634,1,0,0,0,1,0,1,0,1,0,0
28293,27.0,4.9,5,1,1.0,0.0,25.0,20.244827608979687,0,0,1,0,1,0,1,0,0,0,1
28294,27.0,4.6,0,0,0.0,0.0,18.0,1.5105048384811501,0,0,1,0,1,0,1,0,0,0,1
28295,37.0,4.5,0,3,0.0,0.0,29.0,4.579688289809493,0,1,0,0,1,0,1,0,1,0,0
28296,34.0,5.0,1,0,0.0,1.0,29.0,3.025020099127015,0,0,0,0,1,0,1,0,1,0,0
28297,26.0,4.7,4,0,1.0,0.0,11.0,13.601196442730592,1,0,0,0,0,1,1,0,0,0,1
28298,31.0,4.8,3,1,2.0,1.0,31.0,16.138173754120302,1,0,0,0,0,1,1,0,1,0,0
28299,24.0,4.2,1,3,1.0,0.0,33.0,13.805626960612091,0,0,1,0,1,0,1,0,1,0,0
28300,30.0,4.7,4,0,0.0,1.0,28.0,13.993203381310742,0,0,0,0,1,0,1,0,1,0,0
28301,20.0,4.9,3,3,1.0,1.0,42.0,17.0403824485857,0,0,1,0,0,1,1,0,1,0,0
28302,22.0,4.6,1,3,0.0,1.0,23.0,7.746223734595355,0,0,1,0,1,0,1,0,0,0,1
28303,33.0,4.9,5,0,2.0,1.0,25.0,12.410873388860479,1,0,0,1,0,0,1,0,0,0,1
28304,27.0,4.9,3,0,1.0,1.0,21.0,20.827428182143155,0,1,0,0,0,1,1,0,1,0,0
28305,30.0,4.9,1,3,0.0,1.0,33.0,7.704944165014235,0,0,1,0,1,0,1,0,1,0,0
28306,38.0,4.1,5,1,1.0,0.0,37.0,10.415120895786556,0,0,1,0,0,1,1,0,1,0,0
28307,25.0,4.7,4,1,0.0,0.0,16.0,9.174732338667047,0,0,1,0,1,0,1,0,1,0,0
28308,23.0,4.9,1,0,1.0,0.0,13.0,1.5492463111619397,0,0,0,0,0,1,1,0,0,0,1
28309,26.0,4.9,5,0,1.0,0.0,19.0,4.5312825534089045,0,0,0,0,0,1,1,0,0,0,0
28310,29.0,4.3,3,3,2.0,1.0,38.0,16.87307303517571,0,1,0,1,0,0,1,0,1,0,0
28311,20.0,4.6,1,1,0.0,2.0,43.0,17.06510060953055,0,0,1,0,1,0,1,0,1,0,0
28312,22.0,4.2,5,0,0.0,1.0,17.0,9.074509257960434,1,0,0,0,1,0,1,0,1,0,0
28313,23.0,4.9,2,1,2.0,1.0,28.0,13.390793718689235,1,0,0,1,0,0,1,0,1,0,0
28314,21.0,4.8,2,3,1.0,1.0,27.0,19.321566477390142,1,0,0,0,0,1,1,0,1,0,0
28315,50.0,6.0,0,0,3.0,0.0,28.0,17.04428777154769,1,0,0,1,0,0,1,0,1,0,0
28316,24.0,4.1,5,0,0.0,1.0,29.0,7.746447000058102,0,0,0,0,1,0,1,0,1,0,0
28317,25.0,4.7,2,3,1.0,1.0,15.0,7.745666021542585,0,0,0,0,1,0,1,0,1,0,0
28318,35.0,4.5,4,1,2.0,1.0,29.0,10.845941272791794,1,0,0,0,0,1,1,0,1,0,0
28319,34.0,4.8,2,3,2.0,1.0,26.0,7.551455556046012,0,1,0,0,1,0,1,0,1,0,0
28320,38.0,4.9,4,3,0.0,2.0,35.0,10.983241696284242,0,0,1,0,1,0,1,0,1,0,0
28321,25.0,5.0,2,0,0.0,0.0,18.0,16.364870886396016,1,0,0,0,1,0,1,0,1,0,0
28322,20.0,4.9,3,0,2.0,1.0,13.0,4.6490007337269095,0,0,0,0,1,0,1,0,0,0,1
28323,38.0,4.9,4,1,0.0,1.0,30.0,9.254467499083516,0,0,0,0,1,0,1,0,1,0,0
28324,35.0,4.8,3,0,2.0,0.0,17.0,7.747850339383857,0,0,1,0,0,1,1,0,1,0,0
28325,30.0,3.6,3,0,2.0,1.0,35.0,19.882241811751964,1,0,0,1,0,0,1,0,1,0,0
28326,36.0,4.8,4,1,1.0,1.0,24.0,13.742674023125222,0,1,0,0,0,1,1,0,1,0,0
28327,20.0,4.8,3,0,2.0,0.0,13.0,3.109779317553173,1,0,0,1,0,0,1,0,1,0,0
28328,28.0,4.7,1,0,0.0,0.0,20.0,16.79920368367176,1,0,0,0,1,0,1,0,1,0,0
28329,24.0,4.5,4,1,2.0,1.0,27.0,13.739092156271393,0,0,0,0,0,1,1,0,1,0,0
28330,29.0,4.5,3,1,2.0,1.0,13.0,9.329319358662003,0,0,0,0,0,1,1,0,1,0,0
28331,26.0,4.6,2,2,0.0,0.0,17.0,6.167758617220405,0,1,0,0,1,0,1,0,0,0,1
28332,22.0,4.7,5,0,2.0,1.0,18.0,12.214263408161294,0,0,1,0,0,1,1,0,0,0,0
28333,35.0,4.6,2,3,1.0,1.0,26.0,20.139338300047317,1,0,0,0,0,1,1,0,1,0,0
28334,25.0,4.7,3,1,1.0,0.0,15.0,7.635714619015537,0,0,1,0,0,1,1,0,1,0,0
28335,34.0,4.8,0,3,2.0,1.0,17.0,9.175822274004021,0,0,0,0,0,1,1,0,1,0,0
28336,28.0,5.0,0,1,0.0,0.0,15.0,12.212785516228099,0,0,0,0,1,0,1,0,1,0,0
28337,20.0,4.6,4,1,0.0,0.0,18.0,4.707104052532131,0,0,0,0,1,0,1,0,1,0,0
28338,21.0,4.0,2,0,0.0,1.0,23.0,1.5495199304592948,1,0,0,0,1,0,1,0,1,0,0
28339,36.0,4.8,3,0,1.0,0.0,18.0,1.5104773183413343,1,0,0,0,0,1,1,0,1,0,0
28340,39.0,5.0,1,3,1.0,2.0,39.0,13.806284013812137,0,1,0,0,0,1,1,0,0,0,1
28341,26.0,4.5,0,1,0.0,0.0,15.0,20.211660890979637,0,0,1,0,1,0,1,0,0,0,1
28342,25.0,4.6,5,3,2.0,1.0,28.0,9.061162036854245,1,0,0,0,0,1,1,0,1,0,0
28343,22.0,5.0,2,2,0.0,0.0,15.0,6.028567025413262,0,0,0,0,1,0,1,0,1,0,0
28344,27.0,4.2,5,3,0.0,1.0,31.0,12.057018583052514,0,0,0,0,1,0,1,0,0,0,1
28345,27.0,4.9,0,3,1.0,1.0,17.0,10.983241696284242,0,0,1,0,0,1,1,0,1,0,0
28346,36.0,4.6,3,0,2.0,1.0,17.0,9.074471773144907,0,0,0,0,0,1,1,0,1,0,0
28347,21.0,4.7,4,1,2.0,0.0,26.0,6.198367991397711,0,0,0,1,0,0,1,0,0,0,1
28348,34.0,5.0,1,0,2.0,1.0,18.0,1.5072987935606605,0,0,1,0,1,0,1,0,1,0,0
28349,34.0,4.7,2,3,0.0,1.0,35.0,11.922413627950984,0,0,1,0,1,0,1,0,1,0,0
28350,31.0,4.5,3,0,2.0,1.0,39.0,17.25937671693666,0,0,0,0,0,1,1,0,1,0,0
28351,29.0,4.5,0,0,0.0,1.0,39.0,19.336941157687352,0,0,0,0,1,0,1,0,1,0,0
28352,35.0,4.6,1,2,2.0,1.0,33.0,6.1637986891740075,0,0,0,0,1,0,1,0,1,0,0
28353,34.0,4.9,5,2,1.0,0.0,30.0,1.5271543706841988,0,1,0,0,1,0,1,0,1,0,0
28354,25.0,4.6,5,1,0.0,0.0,23.0,19.659188940534037,1,0,0,0,1,0,1,0,0,0,0
28355,28.0,4.6,3,1,2.0,1.0,15.0,4.647989333607506,0,1,0,0,0,1,1,0,1,0,0
28356,20.0,4.9,0,2,1.0,0.0,16.0,6.136198133072297,0,0,1,0,0,1,1,0,0,0,0
28357,22.0,4.3,2,3,0.0,1.0,32.0,20.39744277518833,1,0,0,0,1,0,1,0,1,0,0
28358,25.0,4.6,2,1,0.0,0.0,10.0,7.647844017126521,0,0,0,0,1,0,1,0,0,0,1
28359,35.0,5.0,2,3,1.0,1.0,25.0,4.587554339065332,0,0,1,0,1,0,1,0,1,0,0
28360,36.0,4.0,4,3,1.0,0.0,32.0,9.074464682010152,0,0,1,0,1,0,1,0,0,0,1
28361,35.0,4.6,0,1,1.0,1.0,19.0,4.601979037856346,0,1,0,0,0,1,1,0,0,0,1
28362,29.0,4.7,5,0,2.0,1.0,19.0,1.507319328344442,0,0,1,1,0,0,1,0,1,0,0
28363,23.0,4.6,1,0,2.0,0.0,15.0,3.06815937495337,1,0,0,0,1,0,1,0,0,0,1
28364,30.0,4.3,4,1,0.0,1.0,44.0,13.391515800863722,0,0,0,0,1,0,1,0,1,0,0
28365,28.0,4.9,4,0,2.0,1.0,14.0,1.510408155579529,0,0,0,0,0,1,1,0,1,0,0
28366,29.0,4.6,3,3,1.0,1.0,41.0,13.66073757837138,1,0,0,0,1,0,1,0,1,0,0
28367,34.0,4.7,0,0,2.0,1.0,15.0,1.5514034361579578,0,0,0,0,0,1,1,0,1,0,0
28368,27.0,4.9,3,2,1.0,1.0,26.0,6.03082701952705,1,0,0,0,0,1,1,0,1,0,0
28369,33.0,4.2,2,3,0.0,1.0,40.0,8.941826625230203,0,1,0,0,1,0,1,0,1,0,0
28370,20.0,4.7,0,3,0.0,0.0,32.0,13.390446111325598,0,1,0,0,1,0,1,0,1,0,0
28371,39.0,3.6,2,3,2.0,0.0,39.0,10.73739964566126,0,0,1,0,0,1,1,0,1,0,0
28372,33.0,5.0,1,3,0.0,1.0,34.0,4.647400289742853,0,1,0,0,1,0,1,0,0,0,1
28373,29.0,4.7,3,3,0.0,1.0,28.0,7.619024337745752,1,0,0,0,1,0,1,0,1,0,0
28374,32.0,4.2,2,3,0.0,2.0,38.0,13.993119750005379,1,0,0,0,1,0,1,0,1,0,0
28375,29.0,4.5,3,3,1.0,2.0,48.0,13.943264150201642,0,1,0,0,0,1,1,0,1,0,0
28376,30.0,4.8,0,1,0.0,1.0,24.0,7.748186179830032,0,1,0,0,1,0,1,0,0,0,1
28377,25.0,4.5,0,3,0.0,2.0,44.0,4.553856650533593,0,0,0,0,1,0,1,0,1,0,0
28378,31.0,4.7,3,1,2.0,1.0,19.0,7.439646912705203,1,0,0,0,0,1,1,0,1,0,0
28379,29.0,4.9,1,0,1.0,0.0,11.0,1.5296519721962778,0,1,0,0,1,0,1,0,0,0,1
28380,24.0,4.9,2,3,1.0,1.0,22.0,8.927537676383599,0,1,0,0,1,0,1,0,1,0,0
28381,20.0,4.5,4,3,0.0,1.0,27.0,12.098573372267351,0,1,0,0,1,0,1,0,1,0,0
28382,24.0,4.5,0,1,0.0,0.0,22.0,6.196923263958364,0,0,0,0,1,0,1,0,1,0,0
28383,29.0,4.5,5,0,2.0,1.0,25.0,4.653886193068267,0,0,0,0,1,0,1,0,1,0,0
28384,21.0,5.0,2,3,1.0,1.0,25.0,11.710953908782077,0,0,1,0,0,1,1,0,1,0,0
28385,28.0,4.2,4,0,0.0,0.0,25.0,3.0591554028681602,0,1,0,0,1,0,1,0,0,0,1
28386,31.0,4.8,5,0,2.0,0.0,21.0,16.872188672183736,1,0,0,0,1,0,1,0,1,0,0
28387,20.0,4.8,4,3,2.0,0.0,25.0,19.73031348513336,0,0,0,0,0,1,1,0,1,0,0
28388,20.0,4.9,2,0,2.0,0.0,14.0,12.098893522085291,1,0,0,0,0,1,1,0,1,0,0
28389,28.0,5.0,3,2,2.0,1.0,25.0,3.0146017669132554,0,1,0,0,0,1,1,0,1,0,0
28390,34.0,5.0,4,0,2.0,0.0,19.0,13.739189928025109,0,0,0,0,0,1,1,0,1,0,0
28391,24.0,4.7,0,0,1.0,1.0,22.0,1.5495001864105562,0,0,0,0,1,0,1,0,1,0,0
28392,39.0,4.6,2,3,1.0,1.0,33.0,4.554040165844703,1,0,0,0,1,0,1,0,1,0,0
28393,37.0,4.9,5,2,1.0,0.0,34.0,1.496206479242767,1,0,0,0,1,0,1,0,1,0,0
28394,36.0,4.8,0,1,0.0,1.0,27.0,7.551248572683064,0,1,0,0,1,0,1,0,1,0,0
28395,22.0,4.1,1,3,1.0,1.0,35.0,10.738021146085408,0,1,0,0,0,1,1,0,0,0,0
28396,24.0,5.0,3,3,0.0,1.0,39.0,11.968362554051724,0,1,0,0,1,0,1,0,1,0,0
28397,24.0,4.1,4,0,0.0,0.0,15.0,3.1380694073889375,0,0,1,0,1,0,1,0,1,0,0
28398,22.0,4.8,0,0,0.0,0.0,13.0,3.0553946629313606,0,1,0,0,1,0,0,0,0,0,0
28399,35.0,4.7,0,1,2.0,1.0,17.0,10.73793349138762,0,0,1,0,0,1,1,0,0,0,1
28400,36.0,4.3,2,3,0.0,1.0,36.0,16.577936304617587,0,1,0,0,1,0,1,0,1,0,0
28401,31.0,4.8,0,3,1.0,1.0,21.0,19.939991178012804,0,1,0,0,0,1,1,0,1,0,0
28402,29.0,4.9,4,3,1.0,1.0,17.0,13.660085685164507,1,0,0,0,0,1,1,0,1,0,0
28403,36.0,4.6,1,1,0.0,0.0,30.0,4.52158203730614,1,0,0,0,1,0,1,0,1,0,0
28404,39.0,5.0,5,1,0.0,1.0,39.0,13.60206655100431,1,0,0,0,1,0,1,0,1,0,0
28405,23.0,4.6,4,2,0.0,1.0,26.0,3.020959894473488,0,1,0,0,1,0,1,0,1,0,0
28406,22.0,5.0,3,3,0.0,2.0,37.0,20.39744277518833,0,0,1,0,1,0,1,0,1,0,0
28407,32.0,4.7,1,2,1.0,0.0,33.0,3.0146251453626203,0,1,0,0,0,1,1,0,0,0,1
28408,34.0,5.0,5,1,0.0,1.0,28.0,9.329217115744333,0,0,1,0,1,0,1,0,0,0,1
28409,35.0,4.9,4,1,1.0,1.0,29.0,9.295696139193437,0,0,0,0,0,1,1,0,1,0,0
28410,37.0,4.7,3,2,2.0,1.0,31.0,1.5280012878807168,0,1,0,1,0,0,1,0,1,0,0
28411,29.0,4.6,2,3,2.0,1.0,20.0,7.774617817968805,0,0,0,0,0,1,1,0,1,0,0
28412,20.0,4.6,5,0,2.0,0.0,10.0,1.551447254286384,0,0,1,1,0,0,1,0,0,0,1
28413,36.0,4.3,4,3,2.0,1.0,38.0,16.695279587363153,0,0,0,0,0,1,1,0,0,0,1
28414,25.0,4.9,2,1,1.0,0.0,29.0,12.234095574157154,0,1,0,0,1,0,1,0,1,0,0
28415,23.0,5.0,5,0,2.0,0.0,18.0,4.523953567053654,0,1,0,0,0,1,1,0,1,0,0
28416,28.0,4.5,5,3,1.0,1.0,17.0,4.53136514504565,0,0,1,0,1,0,1,0,1,0,0
28417,37.0,4.8,1,1,2.0,1.0,33.0,13.743515685221775,1,0,0,1,0,0,1,0,1,0,0
28418,34.0,4.8,0,0,2.0,1.0,23.0,12.23564517084092,0,1,0,1,0,0,1,0,0,0,1
28419,20.0,4.6,1,0,0.0,1.0,16.0,1.4880439990028753,0,0,1,0,1,0,1,0,1,0,0
28420,20.0,4.6,4,2,2.0,1.0,16.0,6.136161459878657,0,0,0,1,0,0,1,0,1,0,0
28421,35.0,4.9,1,3,1.0,3.0,49.0,10.572334612790245,0,0,1,0,1,0,0,1,1,0,0
28422,21.0,5.0,1,3,2.0,2.0,37.0,16.100173793430322,0,0,1,0,0,1,1,0,1,0,0
28423,34.0,4.7,0,0,2.0,1.0,14.0,9.297855593284817,1,0,0,0,0,1,1,0,1,0,0
28424,22.0,4.6,4,2,0.0,0.0,22.0,3.098689497995881,0,0,1,0,1,0,1,0,1,0,0
28425,27.0,4.9,2,1,1.0,1.0,15.0,10.689181764692147,0,0,1,0,0,1,1,0,1,0,0
28426,35.0,4.9,1,0,1.0,1.0,25.0,16.79186931198531,1,0,0,0,1,0,1,0,0,0,1
28427,30.0,4.6,5,0,2.0,1.0,23.0,1.510488906470837,0,0,0,0,1,0,1,0,0,0,1
28428,36.0,4.7,3,0,0.0,1.0,42.0,19.340262441636273,0,1,0,0,1,0,1,0,1,0,0
28429,39.0,4.2,2,3,2.0,0.0,43.0,13.611055665949733,0,0,0,0,1,0,1,0,1,0,0
28430,23.0,4.6,0,2,2.0,0.0,16.0,6.205589948339296,0,0,1,0,0,1,1,0,1,0,0
28431,39.0,4.7,4,3,0.0,2.0,44.0,13.763169471678504,0,0,1,0,1,0,0,1,1,0,0
28432,35.0,4.8,1,1,1.0,1.0,44.0,20.39744277518833,0,0,0,0,1,0,1,0,1,0,0
28433,36.0,5.0,2,3,2.0,1.0,27.0,4.588477172966504,0,0,1,0,0,1,1,0,1,0,0
28434,38.0,4.3,2,2,2.0,1.0,31.0,6.276138627413788,0,1,0,0,1,0,1,0,1,0,0
28435,37.0,4.8,5,0,1.0,0.0,22.0,4.464152609112947,0,1,0,0,0,1,1,0,1,0,0
28436,39.0,4.7,5,1,2.0,1.0,29.0,5.961860713648411,0,0,1,0,0,1,1,0,1,0,0
28437,31.0,4.7,3,0,1.0,1.0,18.0,3.0358006157563437,1,0,0,0,1,0,1,0,1,0,0
28438,34.0,5.0,2,1,1.0,0.0,31.0,5.953388781270091,1,0,0,0,0,1,1,0,1,0,0
28439,33.0,4.7,0,1,1.0,1.0,25.0,12.215801535566381,0,0,1,0,0,1,1,0,1,0,0
28440,29.0,4.8,1,1,0.0,1.0,22.0,4.622997543707382,0,1,0,0,1,0,1,0,1,0,0
28441,33.0,3.6,3,0,2.0,2.0,38.0,16.694580779303383,0,0,1,0,0,1,1,0,1,0,0
28442,22.0,4.3,3,3,1.0,1.0,43.0,11.902413303218285,0,1,0,0,0,1,1,0,1,0,0
28443,22.0,4.9,3,3,2.0,0.0,20.0,7.670294054159628,0,1,0,0,0,1,1,0,0,0,1
28444,25.0,4.7,2,0,0.0,1.0,18.0,10.983241696284242,0,0,1,0,1,0,1,0,0,0,1
28445,26.0,4.0,2,3,0.0,2.0,38.0,17.040537813695973,1,0,0,0,1,0,1,0,1,0,0
28446,26.0,4.8,2,2,1.0,0.0,27.0,3.0985793628085028,0,1,0,0,1,0,1,0,1,0,0
28447,23.0,4.9,0,1,2.0,1.0,18.0,4.64849018953495,0,0,0,0,1,0,1,0,0,0,1
28448,32.0,4.9,5,0,2.0,1.0,23.0,7.845173108613386,0,0,1,0,0,1,1,0,1,0,0
28449,21.0,4.5,1,0,0.0,1.0,21.0,10.846021334892523,0,0,1,0,1,0,1,0,1,0,0
28450,34.0,4.5,1,1,0.0,1.0,47.0,13.46424213375664,0,1,0,0,1,0,1,0,1,0,0
28451,22.0,4.8,2,3,1.0,0.0,24.0,19.321631235647917,0,1,0,0,0,1,1,0,1,0,0
28452,37.0,4.1,4,1,0.0,1.0,49.0,13.962233538599422,0,0,0,0,1,0,1,0,1,0,0
28453,24.0,4.7,5,1,0.0,1.0,26.0,6.071418934387288,0,1,0,0,1,0,1,0,1,0,0
28454,38.0,4.2,0,3,2.0,1.0,31.0,10.69511863363468,1,0,0,0,0,1,1,0,1,0,0
28455,22.0,4.8,4,3,1.0,0.0,11.0,9.329408318917828,1,0,0,0,1,0,1,0,0,0,0
28456,38.0,4.9,5,1,0.0,1.0,30.0,10.550213546103945,0,1,0,0,1,0,1,0,1,0,0
28457,29.0,4.5,2,0,0.0,1.0,25.0,1.5340323549924662,0,1,0,0,1,0,1,0,1,0,0
28458,23.0,4.7,4,3,2.0,0.0,21.0,9.043151042212209,0,1,0,0,1,0,1,0,1,0,0
28459,36.0,5.0,3,1,2.0,0.0,19.0,4.648470467137441,0,1,0,1,0,0,1,0,1,0,0
28460,24.0,4.7,5,2,0.0,1.0,27.0,1.4880448867085374,0,0,0,0,1,0,1,0,1,0,0
28461,35.0,4.6,3,0,0.0,0.0,21.0,1.5125527024916743,0,0,1,0,1,0,1,0,0,0,1
28462,29.0,4.5,0,0,0.0,1.0,10.0,3.0986720501536995,0,1,0,0,1,0,1,0,0,0,0
28463,29.0,4.8,1,0,1.0,0.0,19.0,3.068218944934489,1,0,0,0,1,0,1,0,0,0,1
28464,37.0,4.5,4,3,1.0,1.0,28.0,8.929739832567664,0,0,0,0,1,0,1,0,1,0,0
28465,39.0,4.6,4,3,2.0,0.0,30.0,9.204085391850024,0,0,0,0,0,1,1,0,1,0,0
28466,25.0,3.5,0,0,1.0,1.0,41.0,10.884860872662127,0,0,0,0,0,1,1,0,1,0,0
28467,31.0,4.9,4,0,0.0,1.0,21.0,19.630567401615682,0,0,0,0,1,0,1,0,1,0,0
28468,38.0,4.8,1,3,0.0,1.0,30.0,9.074511964797063,0,1,0,0,1,0,1,0,1,0,0
28469,32.0,4.5,4,0,0.0,1.0,30.0,1.5496294866468454,0,1,0,0,1,0,1,0,1,0,0
28470,35.0,5.0,5,2,2.0,1.0,26.0,1.52973448839228,0,1,0,0,1,0,1,0,1,0,0
28471,29.0,4.9,0,0,2.0,1.0,17.0,3.0821426570190336,0,1,0,0,0,1,1,0,0,0,1
28472,21.0,5.0,2,0,2.0,1.0,13.0,4.654256824131883,0,1,0,0,1,0,1,0,1,0,0
28473,39.0,4.0,3,3,2.0,1.0,37.0,4.47134723658062,0,0,0,1,0,0,1,0,1,0,0
28474,32.0,4.3,3,3,1.0,1.0,49.0,20.39744277518833,0,0,0,0,0,1,0,1,1,0,0
28475,37.0,5.0,5,0,0.0,1.0,27.0,16.61130742327042,0,0,0,0,1,0,1,0,1,0,0
28476,27.0,4.5,3,2,0.0,0.0,29.0,6.13624818187495,0,1,0,0,1,0,1,0,0,0,1
28477,29.0,4.5,3,2,1.0,1.0,20.0,6.049848888722569,0,0,1,0,1,0,1,0,1,0,0
28478,39.0,4.9,3,1,1.0,1.0,16.0,6.276138627413788,0,0,0,0,1,0,1,0,1,0,0
28479,35.0,4.1,5,0,0.0,0.0,31.0,1.5125398285985738,0,1,0,0,1,0,1,0,1,0,0
28480,36.0,4.7,1,1,2.0,1.0,38.0,10.689882043582358,0,0,1,0,0,1,1,0,1,0,0
28481,26.0,4.8,0,3,0.0,1.0,21.0,13.390339808216725,1,0,0,0,1,0,1,0,1,0,0
28482,29.0,4.5,1,3,1.0,1.0,40.0,13.766038615058191,0,0,0,0,0,1,1,0,1,0,0
28483,20.0,4.9,2,2,0.0,0.0,39.0,5.9523323468745275,1,0,0,0,1,0,1,0,1,0,0
28484,21.0,4.1,3,2,1.0,1.0,31.0,1.5125287367950533,0,0,1,0,0,1,1,0,1,0,0
28485,36.0,5.0,3,3,1.0,1.0,33.0,7.774583711944046,1,0,0,0,1,0,1,0,1,0,0
28486,25.0,4.7,1,1,2.0,0.0,13.0,7.336845283683189,0,1,0,1,0,0,1,0,1,0,0
28487,30.0,4.8,5,1,2.0,0.0,32.0,8.928193235546871,0,0,1,0,0,1,1,0,1,0,0
28488,23.0,4.6,2,2,1.0,1.0,17.0,6.07166469461589,0,1,0,0,0,1,1,0,1,0,0
